	track	rate_downloads_total	rate_listened_total	playlisted	favorited	likes	dislikes	avgnote	notes
3300	track_0463310	2186	14242	26	11	2	0	0.0	0
712	track_0038774	2371	14230	348	203	2	0	4.0	1
681	track_0039101	1636	14226	847	674	0	0	0.0	0
2394	track_0312405	10286	14221	46	31	0	0	4.0	1
1533	track_0172414	1371	14218	534	324	0	0	0.0	0
3728	track_0679892	1713	14216	40	17	0	0	0.0	0
561	track_0035172	1286	14211	771	502	0	0	4.0	1
6221	track_1133083	1601	14209	37	13	0	0	0.0	0
748	track_0042331	1431	14207	893	713	0	0	0.0	0
1315	track_0131645	2526	14207	240	101	1	0	6.0	1
6501	track_1154295	2022	14190	49	14	0	0	10.0	1
215	track_0010569	4079	14181	1692	1526	0	0	0.0	0
1750	track_0192236	1589	14174	29	16	1	0	4.0	1
964	track_0083910	1184	14172	131	71	0	0	7.0	1
1302	track_0130485	2105	14168	86	34	0	0	4.0	1
6956	track_1178761	3562	14162	6	3	0	0	0.0	0
1123	track_0107128	2441	14144	183	93	0	0	4.0	1
376	track_0024019	2551	14115	122	70	0	0	0.0	0
2085	track_0243418	2223	14110	130	62	0	0	0.0	0
3961	track_0786941	1877	14047	383	233	0	0	10.0	1
4482	track_0957451	2550	14045	59	19	1	0	6.0	1
9510	track_1398414	1551	14027	48	10	0	0	10.0	1
4329	track_0938053	2409	14016	50	21	2	0	6.0	1
2833	track_0372946	1281	13997	572	380	0	0	0.0	0
1595	track_0172424	1502	13995	538	319	0	0	0.0	0
396	track_0025557	1679	13994	742	611	0	0	6.0	1
8219	track_1311225	2125	13990	26	12	0	0	0.0	0
7257	track_1209359	2896	13988	28	8	2	0	0.0	0
6534	track_1154293	1583	13988	21	5	0	0	10.0	1
1547	track_0171572	8815	13987	7	1	0	0	0.0	0
914	track_0076664	1493	13970	471	295	0	0	0.0	0
5818	track_1109633	1824	13959	37	15	0	0	0.0	0
9220	track_1374846	1653	13957	52	40	0	0	0.0	0
518	track_0033327	1451	13945	117	77	0	0	0.0	0
1597	track_0175044	1379	13945	226	109	1	0	7.0	2
5255	track_1061445	2211	13922	43	16	0	0	10.0	2
7076	track_1190842	904	13921	17	9	0	0	8.0	1
1004	track_0095612	3280	13920	95	55	0	0	4.0	1
3292	track_0482263	1616	13911	290	140	0	0	6.0	1
2913	track_0385921	3423	13910	15	4	0	0	0.0	0
1058	track_0101226	1598	13905	64	30	0	0	9.0	2
663	track_0038021	1650	13903	168	112	0	0	0.0	0
4237	track_0913292	3273	13898	132	48	0	0	0.0	0
4210	track_0896526	2722	13879	47	18	0	0	0.0	0
523	track_0031801	2027	13878	390	255	1	0	6.0	1
2253	track_0271120	1018	13863	25	10	1	0	0.0	0
4310	track_0922941	2219	13858	48	19	2	1	6.0	1
166	track_0008457	1128	13842	113	84	0	0	0.0	0
2870	track_0373379	1577	13834	57	29	0	0	6.0	1
2659	track_0347383	1109	13830	54	26	1	0	6.0	1
1309	track_0131618	2263	13827	244	100	2	0	6.0	1
235	track_0010572	6253	13795	1695	1524	0	0	0.0	0
3319	track_0496355	1989	13790	58	36	0	0	0.0	0
3097	track_0415601	4751	13776	188	112	0	0	0.0	0
3088	track_0421723	1961	13760	40	20	0	0	0.0	0
9556	track_1399591	927	13744	4	0	0	0	6.0	1
639	track_0038012	1903	13737	176	114	3	0	6.0	1
1463	track_0147716	1039	13737	132	66	0	0	0.0	0
3600	track_0599221	4291	13736	74	37	0	0	6.0	1
508	track_0030860	8410	13724	86	54	1	0	0.0	0
506	track_0030859	6264	13709	87	53	0	0	6.0	1
5238	track_1061473	1568	13706	55	19	0	0	9.0	2
416	track_0024839	1521	13704	99	61	0	0	0.0	0
1698	track_0181426	5402	13696	164	83	1	0	0.0	0
3239	track_0459184	4147	13689	43	16	2	0	0.0	0
1697	track_0181427	5555	13688	166	88	1	0	6.0	1
4817	track_1028912	4904	13687	36	13	2	0	6.0	1
1322	track_0131632	1669	13684	237	100	1	0	6.0	1
4787	track_1027572	2925	13682	30	9	0	0	10.0	1
6861	track_1168674	3899	13679	28	14	0	0	0.0	0
9573	track_1399590	4340	13675	8	0	0	0	6.0	1
2889	track_0376248	3555	13647	42	21	2	2	8.0	2
2286	track_0294462	3565	13646	93	53	6	0	8.0	1
2882	track_0373349	1002	13644	53	27	0	0	0.0	0
5580	track_1088956	199026	13630	5	2	0	1	0.0	0
7129	track_1195375	8662	13629	9	3	0	0	8.0	1
8094	track_1299181	3880	13622	36	8	0	0	0.0	0
832	track_0048720	1645	13613	207	116	0	0	6.0	1
9250	track_1380108	3749	13612	179	172	0	0	0.0	0
497	track_0031214	3147	13595	150	91	2	0	6.0	1
427	track_0025558	1691	13572	747	610	0	0	0.0	0
3402	track_0497845	1630	13555	18	7	2	0	0.0	0
2324	track_0305159	3215	13550	85	45	0	0	8.0	1
2044	track_0236423	2037	13537	720	456	1	1	4.0	1
1535	track_0163770	3567	13536	92	46	2	0	6.0	1
2121	track_0247072	17081	13516	51	32	0	0	0.0	0
3662	track_0654634	4812	13505	72	33	3	0	8.0	1
695	track_0039105	11821	13487	856	674	1	0	0.0	0
7101	track_1194790	2027	13477	80	45	3	0	0.0	0
813	track_0046574	1830	13467	69	33	1	0	0.0	0
879	track_0072640	1556	13465	44	21	1	0	0.0	0
8749	track_1348727	5539	13462	53	33	0	0	6.5	2
908	track_0075311	2529	13456	432	244	0	0	0.0	0
3538	track_0579912	8078	13450	411	215	0	0	0.0	0
6788	track_1167954	12851	13449	50	23	1	0	0.0	0
3263	track_0465985	1527	13434	42	17	1	0	0.0	0
578	track_0036537	1195	13432	144	72	0	0	0.0	0
1264	track_0124398	1105	13430	529	328	1	0	0.0	0
7100	track_1195340	4522	13421	31	9	0	0	7.5	2
656	track_0037570	4529	13418	33	17	0	0	0.0	0
3527	track_0579643	16362	13416	417	219	0	0	0.0	0
6790	track_1166679	6815	13411	53	29	1	0	9.3333	3
7047	track_1190843	413	13405	10	4	0	0	8.0	1
1087	track_0101110	1842	13400	103	61	0	0	9.0	2
6805	track_1166624	8911	13394	3	1	0	0	0.0	0
4265	track_0913290	2451	13386	94	36	0	0	0.0	0
4455	track_0945207	5293	13384	47	28	1	0	0.0	0
8456	track_1335380	12444	13375	14	5	0	0	0.0	0
314	track_0019260	3379	13366	216	156	0	0	0.0	0
2869	track_0376235	3160	13361	26	10	1	0	8.0	2
538	track_0033829	3990	13357	64	26	0	0	0.0	0
8572	track_1342579	3528	13356	65	28	0	0	6.0	1
5751	track_1097944	1945	13356	34	9	3	0	2.0	1
1184	track_0112088	585	13355	18	6	0	0	7.0	2
3423	track_0518602	2808	13341	66	35	1	0	6.0	1
678	track_0038776	2370	13333	339	201	2	0	0.0	0
7496	track_1235607	18281	13331	54	32	0	0	0.0	0
242	track_0010577	5752	13330	1690	1517	0	0	0.0	0
3996	track_0785650	2293	13327	74	37	1	0	0.0	0
299	track_0019856	5815	13314	75	30	0	0	6.0	1
2525	track_0337829	1374	13312	50	14	1	0	0.0	0
3119	track_0428991	971	13302	18	7	2	0	0.0	0
4459	track_0954500	7149	13271	25	11	2	1	0.0	0
2593	track_0339429	1374	13271	143	74	0	0	6.0	1
1115	track_0107865	3285	13270	125	60	2	0	0.0	0
3305	track_0466225	1271	13268	63	34	0	0	6.0	1
2550	track_0332276	2397	13268	22	10	2	0	0.0	0
3318	track_0493283	3144	13267	23	11	1	0	0.0	0
251	track_0017178	2146	13255	229	142	0	0	0.0	0
9194	track_1373256	2952	13244	59	29	0	0	0.0	0
801	track_0044210	1466	13243	104	62	0	0	6.0	1
1235	track_0123333	1602	13236	66	37	0	0	0.0	0
550	track_0034009	3568	13231	54	27	1	0	0.0	0
7642	track_1256080	10330	13231	11	8	1	0	10.0	1
7484	track_1233768	7712	13226	10	0	0	0	0.0	0
2233	track_0283214	1219	13225	14	2	0	0	4.0	1
260	track_0015161	2134	13211	408	283	0	0	6.0	1
1274	track_0124404	1300	13194	524	326	0	0	0.0	0
4151	track_0873815	1903	13186	135	86	0	0	0.0	0
1214	track_0123449	908	13182	124	73	0	0	8.0	2
622	track_0036206	1709	13181	60	32	0	0	4.0	1
4839	track_1037021	4134	13170	8	3	0	0	0.0	0
298	track_0020568	6758	13168	116	83	0	0	0.0	0
4434	track_0946946	7645	13158	11	2	1	0	0.0	0
7431	track_1225720	2233	13156	57	23	5	0	4.6667	3
2678	track_0347321	1004	13143	55	27	0	0	6.0	1
683	track_0039106	1849	13141	846	673	0	0	0.0	0
318	track_0018500	1949	13136	492	413	0	0	0.0	0
8136	track_1304735	3061	13130	34	10	0	0	0.0	0
3230	track_0459436	3271	13125	76	38	3	0	6.0	1
1394	track_0145429	2720	13124	154	87	0	0	0.0	0
2792	track_0360998	2881	13123	327	174	1	0	0.0	0
1247	track_0128834	1100	13120	150	80	0	0	6.0	1
2435	track_0321102	1947	13119	63	28	1	0	0.0	0
4242	track_0908556	2950	13109	30	13	1	0	0.0	0
2072	track_0243432	1868	13104	127	64	1	0	6.0	1
671	track_0039102	1501	13093	843	676	1	0	0.0	0
8101	track_1298246	9111	13077	45	16	0	0	10.0	1
7163	track_1202074	3223	13070	175	172	3	0	0.0	0
5048	track_1053039	2562	13069	31	12	6	0	0.0	0
5284	track_1063878	1353	13067	21	9	3	0	0.0	0
5505	track_1081511	13669	13067	7	2	0	0	4.0	1
1588	track_0172422	5337	13063	524	320	0	0	0.0	0
1000	track_0095641	1676	13058	108	58	1	1	10.0	1
2885	track_0373353	1474	13055	41	11	1	0	0.0	0
1039	track_0095765	5256	13054	100	57	0	0	0.0	0
1822	track_0200571	15776	13024	10	7	0	0	8.0	1
3681	track_0677107	1351	13004	21	7	1	0	0.0	0
1740	track_0188295	893	12989	63	26	0	0	8.0	2
3724	track_0679891	3041	12979	43	21	1	0	0.0	0
6823	track_1166920	6915	12963	116	58	2	0	8.0	4
8379	track_1326948	3639	12958	66	42	0	0	0.0	0
111	track_0006010	1826	12956	230	141	2	0	6.0	1
4136	track_0873813	2384	12953	122	75	0	0	0.0	0
4263	track_0913289	1771	12948	95	37	0	0	0.0	0
1785	track_0192786	16983	12940	49	32	0	0	0.0	0
1536	track_0172415	1382	12917	524	321	0	0	0.0	0
5261	track_1066203	2430	12914	47	19	5	0	0.0	0
2411	track_0313061	1568	12913	64	36	1	0	0.0	0
2619	track_0345144	7832	12912	71	46	0	0	0.0	0
1249	track_0127555	1516	12908	127	60	0	0	0.0	0
1233	track_0123445	659	12903	130	81	0	0	8.0	2
170	track_0007759	1417	12901	99	55	0	0	0.0	0
2373	track_0312988	1640	12884	43	16	0	0	0.0	0
8074	track_1294443	1099	12879	63	55	1	0	2.0	3
1297	track_0131613	2086	12875	232	101	0	0	0.0	0
2675	track_0347858	1492	12836	79	51	1	0	0.0	0
1320	track_0130500	9235	12835	90	34	1	0	0.0	0
1163	track_0113593	643	12834	79	35	0	0	6.0	1
282	track_0014345	1525	12829	87	59	0	0	0.0	0
4468	track_0957464	5439	12828	42	19	1	0	0.0	0
213	track_0010568	4239	12823	1684	1523	0	0	0.0	0
2474	track_0330383	2009	12808	93	52	2	0	7.5	2
4705	track_1023262	1050	12789	14	8	1	0	0.0	0
247	track_0017475	3514	12775	288	251	1	0	0.0	0
9641	track_1402360	1823	12771	1	1	0	0	5.0	1
8655	track_1346846	3894	12764	51	21	0	0	6.3333	3
7684	track_1267645	1901	12761	4	2	0	0	0.0	0
6582	track_1155329	9271	12758	12	6	0	0	0.0	0
8437	track_1333332	1353	12741	40	22	0	0	0.0	0
9383	track_1389168	2756	12725	56	36	0	0	7.0	1
3952	track_0785652	2808	12721	75	39	0	0	0.0	0
2400	track_0312673	4156	12720	124	69	0	0	0.0	0
4165	track_0878925	7245	12719	24	10	1	0	2.0	1
4764	track_1023399	1309	12719	32	9	0	0	7.0	2
5813	track_1108733	25682	12709	4	1	1	0	0.0	0
780	track_0043994	930	12688	124	71	0	0	8.0	2
2445	track_0313068	2173	12679	66	41	3	0	0.0	0
1580	track_0172420	3484	12677	530	320	0	0	0.0	0
9333	track_1388811	2981	12676	68	45	0	0	0.0	0
1098	track_0110173	3916	12670	93	47	1	0	8.0	1
1194	track_0123439	2373	12667	66	36	0	0	6.0	1
6529	track_1151415	2452	12666	80	40	0	0	6.0	2
1208	track_0123438	1931	12660	67	38	0	0	0.0	0
717	track_0040636	1616	12659	91	34	2	1	0.0	0
8919	track_1355133	2449	12651	117	107	0	0	4.0	1
3474	track_0537122	2255	12647	333	186	1	0	9.0	2
6022	track_1124711	2229	12635	50	17	4	0	10.0	1
2772	track_0360090	14107	12626	10	4	0	0	0.0	0
918	track_0076662	1538	12618	471	296	0	0	0.0	0
548	track_0033628	1782	12607	68	38	0	0	2.0	2
1522	track_0172413	864	12605	520	321	0	0	0.0	0
804	track_0044211	2768	12602	105	60	1	0	0.0	0
1561	track_0162856	932	12573	43	26	0	0	0.0	0
3676	track_0666298	2617	12567	36	15	3	0	0.0	0
1282	track_0127600	2177	12563	130	63	0	0	0.0	0
1253	track_0124394	738	12556	533	327	0	0	0.0	0
1947	track_0221268	2319	12552	184	106	0	0	8.0	1
3091	track_0417281	1686	12546	42	23	1	0	5.6667	3
2877	track_0376240	2943	12524	37	16	2	1	8.0	2
7173	track_1199567	9234	12519	27	7	1	0	8.0	2
1496	track_0156204	4239	12515	100	54	1	0	0.0	0
1071	track_0103888	949	12505	143	69	0	0	2.0	2
4311	track_0916172	1841	12503	93	45	1	0	0.0	0
1075	track_0103896	1369	12488	143	69	0	0	0.0	0
3103	track_0415498	2080	12482	39	23	1	0	6.0	1
2022	track_0238122	2526	12475	756	481	2	0	6.0	1
2300	track_0288376	1739	12460	56	31	3	0	0.0	0
3911	track_0779239	5741	12459	24	9	1	0	6.0	1
3549	track_0586158	2310	12453	86	48	0	0	0.0	0
1810	track_0199254	655	12452	27	16	0	0	6.0	1
970	track_0089916	1637	12451	92	55	0	1	0.0	0
8856	track_1352150	2853	12441	77	31	0	0	10.0	1
3428	track_0518469	12590	12419	304	154	0	0	6.0	1
5771	track_1106306	2260	12405	8	2	0	0	0.0	0
4744	track_1014961	2303	12400	89	45	1	0	0.0	0
1003	track_0094825	23092	12388	10	4	0	0	0.0	0
1027	track_0095587	2054	12367	92	55	0	0	4.0	1
1205	track_0123453	418	12364	122	72	0	0	8.0	2
7155	track_1199575	10395	12361	8	1	1	0	8.0	3
2638	track_0347260	1473	12358	52	24	0	0	6.0	1
1569	track_0172421	2036	12357	522	319	0	0	0.0	0
1258	track_0127568	1566	12352	130	60	0	0	0.0	0
2331	track_0304831	877	12349	97	55	0	0	0.0	0
205	track_0010578	4359	12339	1672	1518	0	0	0.0	0
3485	track_0562660	4929	12304	14	7	0	0	8.0	1
9269	track_1381866	2021	12298	26	19	0	0	0.0	0
372	track_0022824	757	12296	121	78	0	0	0.0	0
1338	track_0133518	2165	12292	434	248	0	0	0.0	0
2862	track_0373267	3528	12286	57	29	0	0	0.0	0
1019	track_0094758	1782	12281	905	577	1	0	0.0	0
4742	track_1023086	10020	12277	12	2	2	0	0.0	0
5515	track_1082909	18854	12275	6	2	0	0	0.0	0
295	track_0017949	6213	12274	58	34	0	0	6.0	1
2615	track_0345154	6988	12271	73	49	0	0	0.0	0
4458	track_0945204	3170	12269	60	38	0	0	8.0	2
974	track_0092242	3745	12260	95	45	2	0	0.0	0
1349	track_0133658	7670	12240	459	274	0	0	0.0	0
1715	track_0190872	5032	12240	138	65	0	0	0.0	0
1573	track_0172619	1643	12238	538	323	0	0	0.0	0
672	track_0039103	1506	12236	830	670	1	0	0.0	0
4510	track_0957461	1998	12234	46	21	0	0	0.0	0
400	track_0024562	2407	12231	27	13	1	0	0.0	0
3867	track_0760842	1479	12230	29	14	0	0	0.0	0
4290	track_0922938	2428	12211	26	8	0	0	0.0	0
3324	track_0492277	20654	12206	6	3	0	0	0.0	0
7529	track_1241636	2132	12195	31	14	2	0	0.0	0
8039	track_1294767	2467	12193	72	27	0	0	0.0	0
2497	track_0330175	1758	12175	84	47	1	0	6.5	2
8111	track_1298609	1303	12168	11	4	0	0	0.0	0
6433	track_1143987	36629	12164	6	2	0	0	0.0	0
2937	track_0397625	4013	12161	25	13	1	0	0.0	0
3306	track_0482274	1361	12151	276	137	1	0	6.0	1
1203	track_0123452	1170	12144	127	73	1	0	8.0	2
3977	track_0785646	2284	12141	81	38	3	0	6.0	1
408	track_0024321	1137	12122	42	17	0	0	0.0	0
3741	track_0707474	2307	12117	25	7	0	0	0.0	0
1378	track_0133513	8826	12116	470	282	0	0	0.0	0
35	track_0003522	902	12108	427	362	0	0	0.0	0
4715	track_1023270	1472	12097	28	12	2	0	0.0	0
6050	track_1124741	2831	12080	74	31	2	0	0.0	0
5236	track_1061469	4304	12076	54	22	0	0	0.0	0
4187	track_0896529	2515	12074	52	22	2	0	0.0	0
660	track_0038020	1228	12071	175	113	2	0	4.0	1
2679	track_0348628	1745	12046	54	30	0	0	0.0	0
4646	track_0978765	1090	12042	3	1	1	0	4.0	1
5172	track_1061407	2420	12034	51	24	0	0	9.0	2
8419	track_1331794	7031	12031	38	17	0	0	7.0	2
4382	track_0938364	1196	12031	20	8	2	0	6.0	1
662	track_0038014	1175	12024	170	114	1	0	0.0	0
757	track_0042327	1239	12019	895	712	1	0	0.0	0
2957	track_0388824	761	12003	22	11	1	0	0.0	0
1228	track_0123450	570	11998	124	72	0	0	8.0	2
715	track_0038775	1792	11993	332	197	1	0	4.0	1
6919	track_1170730	990	11988	21	7	1	0	8.0	1
4232	track_0913293	1853	11987	105	39	0	0	0.0	0
1778	track_0192225	2619	11981	26	12	1	0	4.0	1
754	track_0043413	1412	11981	15	5	0	0	5.0	2
2051	track_0240712	1698	11975	120	76	0	0	0.0	0
1439	track_0147720	1513	11965	142	68	0	0	0.0	0
961	track_0078708	971	11961	37	14	0	0	4.0	1
6826	track_1166931	5642	11960	72	35	3	0	8.0	1
488	track_0031209	2471	11957	146	91	1	0	6.0	1
2506	track_0330248	4854	11951	90	49	3	0	6.5	2
3459	track_0537119	2072	11948	337	190	0	0	9.0	2
2466	track_0321966	22815	11931	14	8	0	0	2.25	4
4272	track_0916194	2075	11915	85	41	1	0	9.0	1
6852	track_1168494	4855	11902	39	22	0	0	0.0	0
554	track_0033824	3094	11897	62	27	0	0	0.0	0
6180	track_1131043	1743	11890	36	14	1	0	8.0	3
1829	track_0199209	854	11885	24	15	0	0	0.0	0
5940	track_1116719	1933	11873	3	3	0	0	0.0	0
432	track_0025559	1592	11870	753	613	0	0	0.0	0
5908	track_1114099	2062	11869	7	4	0	0	4.0	1
2334	track_0305162	3385	11867	115	71	0	0	0.0	0
526	track_0031799	1433	11864	384	255	0	0	6.0	1
4132	track_0873812	1758	11855	128	75	3	0	0.0	0
4029	track_0799226	1618	11854	62	32	0	0	0.0	0
9089	track_1367168	2435	11840	27	13	0	0	6.0	2
6528	track_1154298	1184	11838	25	9	1	0	0.0	0
3991	track_0786781	1294	11836	125	83	4	0	0.0	0
700	track_0040570	2814	11832	81	39	0	0	0.0	0
17	track_0002634	1175	11830	150	109	0	0	0.0	0
1582	track_0176084	1841	11829	64	31	0	0	6.0	1
3235	track_0461889	48326	11827	9	2	0	0	0.0	0
2502	track_0329516	28074	11821	60	36	0	0	0.0	0
4298	track_0916175	2335	11815	93	45	3	0	0.0	0
6663	track_1163204	4581	11811	83	46	6	0	0.0	0
2079	track_0242976	809	11808	53	19	1	0	8.0	1
3636	track_0631022	880	11797	40	16	0	0	6.0	1
369	track_0022551	3181	11785	109	63	0	0	4.0	1
1350	track_0133516	6482	11777	459	279	0	0	0.0	0
4172	track_0896528	2847	11756	55	21	2	0	0.0	0
1096	track_0107870	3532	11750	115	56	0	0	0.0	0
9443	track_1395317	5441	11749	49	33	0	0	6.0	2
257	track_0015163	1427	11741	397	279	0	0	0.0	0
161	track_0010054	654	11727	58	44	0	0	0.0	0
8268	track_1315993	2502	11710	41	15	0	0	0.0	0
440	track_0025555	776	11705	747	611	0	0	0.0	0
5034	track_1053844	876	11684	20	6	1	0	0.0	0
2235	track_0271117	813	11675	17	6	0	0	0.0	0
2345	track_0304832	683	11642	90	50	0	0	0.0	0
1661	track_0184207	1820	11629	72	31	0	0	0.0	0
3888	track_0765019	1526	11628	29	8	3	0	0.0	0
3301	track_0464545	2492	11627	28	11	1	0	0.0	0
4685	track_0996960	2782	11626	33	13	3	0	10.0	1
6999	track_1178759	4309	11620	4	2	0	0	0.0	0
5303	track_1065346	19511	11617	4	2	0	0	0.0	0
1292	track_0131568	1535	11612	238	104	1	0	0.0	0
7515	track_1236359	12032	11612	4	1	0	0	0.0	0
3179	track_0450323	853	11607	344	223	0	0	0.0	0
2280	track_0298926	1425	11601	38	16	0	0	0.0	0
7083	track_1190840	832	11595	23	11	0	0	8.0	1
1720	track_0188560	6451	11592	195	110	0	0	0.0	0
730	track_0042743	1662	11557	144	89	1	0	0.0	0
256	track_0014348	7523	11552	80	59	0	0	0.0	0
3992	track_0786944	2543	11548	379	230	0	0	6.0	1
3878	track_0773630	1233	11532	15	3	0	0	6.0	1
2553	track_0330757	2781	11530	17	6	0	0	0.0	0
1049	track_0103332	1131	11530	110	68	0	0	0.0	0
7071	track_1190819	334	11529	15	8	0	0	7.0	1
1307	track_0132284	1203	11523	81	49	0	1	0.0	0
1137	track_0108304	1551	11514	189	99	1	0	6.0	1
1078	track_0103887	4607	11512	143	70	0	0	0.0	0
985	track_0092244	4646	11500	97	44	1	0	6.5	2
2091	track_0243584	57726	11496	38	17	0	1	0.0	0
4049	track_0826285	3701	11492	44	15	0	0	6.0	1
7641	track_1256654	24668	11491	0	0	0	0	0.0	0
245	track_0010570	3696	11489	1687	1524	0	0	0.0	0
283	track_0017176	792	11478	208	134	0	0	0.0	0
8080	track_1299186	4151	11477	28	11	0	0	0.0	0
265	track_0014037	1728	11476	45	18	0	0	6.0	1
1131	track_0108653	1007	11472	168	103	0	0	0.0	0
7686	track_1266727	14646	11467	12	5	0	0	8.0	1
767	track_0040638	1129	11460	123	61	0	0	4.0	2
5264	track_1066197	2025	11455	34	13	4	1	0.0	0
1193	track_0113595	770	11453	68	35	0	0	0.0	0
7764	track_1272513	2132	11450	35	16	4	0	9.0	2
9479	track_1397146	6150	11443	68	25	0	0	10.0	1
2845	track_0370357	4866	11441	14	6	0	0	0.0	0
435	track_0024836	895	11428	106	63	0	0	0.0	0
316	track_0020515	895	11407	267	234	0	1	0.0	0
4708	track_1023264	1049	11403	22	10	1	0	0.0	0
294	track_0018022	21831	11403	55	36	0	0	0.0	0
2653	track_0345139	4628	11383	75	46	0	0	0.0	0
4004	track_0799225	1827	11380	61	31	1	0	0.0	0
4134	track_0873804	1541	11359	122	80	0	0	0.0	0
4939	track_1041140	2787	11343	11	7	3	2	0.0	0
2037	track_0238117	1998	11338	739	476	2	0	0.0	0
154	track_0008459	491	11330	115	84	0	0	0.0	0
2958	track_0397043	2789	11322	87	42	1	0	8.0	1
1025	track_0092247	4242	11313	106	46	1	0	7.0	2
232	track_0010575	3700	11309	1685	1519	0	0	0.0	0
545	track_0033831	1619	11306	59	25	0	0	6.0	1
8817	track_1352135	4167	11282	34	21	0	0	0.0	0
7027	track_1180599	8465	11276	16	7	1	0	0.0	0
3825	track_0751876	3784	11266	64	31	0	0	6.0	1
1079	track_0103895	1158	11261	148	71	0	0	0.0	0
1966	track_0219586	1507	11255	90	54	0	0	0.0	0
2846	track_0371708	1851	11241	573	384	0	0	0.0	0
164	track_0008683	431	11240	55	38	0	0	0.0	0
4140	track_0873814	1305	11220	121	75	1	0	0.0	0
8022	track_1293997	1262	11212	13	5	0	0	9.0	1
8198	track_1306059	1448	11199	23	12	0	0	0.0	0
2904	track_0379991	15453	11181	17	4	0	0	0.0	0
6992	track_1179162	2755	11177	46	26	3	0	0.0	0
3955	track_0786782	1757	11171	117	78	3	0	0.0	0
3629	track_0635967	3605	11154	127	61	0	0	0.0	0
5472	track_1079317	3109	11138	23	12	0	0	0.0	0
692	track_0039104	2607	11134	822	669	0	0	0.0	0
703	track_0040621	3624	11123	107	66	2	0	0.0	0
5795	track_1103196	19348	11104	2	1	0	0	4.0	1
8525	track_1338387	8731	11098	35	12	0	0	0.0	0
2929	track_0378693	1656	11097	77	38	1	0	9.0	1
727	track_0043420	10690	11088	15	5	0	0	5.0	2
1041	track_0097973	632	11087	54	34	0	0	0.0	0
5161	track_1057027	1679	11082	35	14	6	0	0.0	0
434	track_0024319	1437	11070	37	16	0	0	0.0	0
6550	track_1155160	4034	11069	62	17	0	0	2.0	1
1105	track_0107872	3549	11062	120	56	0	0	0.0	0
846	track_0049421	1615	11060	33	21	0	0	0.0	0
876	track_0072638	9483	11057	65	26	4	0	0.0	0
3378	track_0514986	2039	11056	14	6	0	0	6.0	1
404	track_0024568	1528	11055	31	15	0	0	0.0	0
2074	track_0242625	4737	11050	43	15	1	0	0.0	0
3036	track_0408504	2600	11042	72	42	1	0	0.0	0
735	track_0042329	1298	11042	901	714	0	0	0.0	0
7067	track_1190816	523	11027	12	7	0	0	8.0	1
2438	track_0317134	1545	11020	11	5	0	0	0.0	0
2569	track_0339423	6409	11017	143	78	0	0	8.0	1
825	track_0048725	1352	11010	200	110	0	0	8.0	2
2368	track_0312991	4552	11009	30	15	1	1	0.0	0
1080	track_0103894	618	11006	142	69	0	0	0.0	0
4734	track_1018445	32349	10995	16	7	0	1	3.3333	3
8184	track_1310931	32413	10994	0	0	0	0	0.0	0
8796	track_1350955	1987	10991	11	8	0	0	2.0	1
1558	track_0172417	1234	10988	519	321	0	0	0.0	0
5468	track_1078984	6161	10981	38	9	4	0	0.0	0
1048	track_0103893	2136	10954	152	74	0	0	6.0	1
962	track_0078709	1978	10944	41	17	0	0	4.0	1
5178	track_1061381	2949	10942	52	17	1	0	10.0	2
8877	track_1352579	2769	10940	36	15	0	0	0.0	0
3311	track_0493284	1572	10938	54	33	0	0	0.0	0
1521	track_0172419	1969	10938	526	323	0	0	0.0	0
2364	track_0312678	2687	10932	116	68	0	0	0.0	0
539	track_0033450	1927	10921	182	112	0	0	0.0	0
1128	track_0108305	1223	10919	178	98	1	0	6.0	1
1502	track_0156205	2261	10917	83	48	0	0	0.0	0
2024	track_0238120	1709	10916	739	476	3	0	0.0	0
2948	track_0396642	3805	10904	8	2	0	0	0.0	0
3278	track_0482308	5561	10895	57	34	2	0	8.0	1
1099	track_0107867	3608	10891	114	55	1	0	0.0	0
1699	track_0184197	762	10890	66	29	0	0	4.0	1
6796	track_1166356	13835	10884	13	5	0	0	4.0	1
3872	track_0773635	985	10873	21	4	2	0	6.0	1
243	track_0010576	2623	10872	1690	1515	0	0	0.0	0
4034	track_0799227	2361	10865	62	27	1	0	0.0	0
6610	track_1159363	31768	10841	68	54	2	0	2.0	3
7905	track_1281201	5175	10832	7	3	0	0	0.0	0
3451	track_0533191	4666	10831	22	12	0	0	0.0	0
623	track_0036204	1752	10831	51	30	0	0	0.0	0
5432	track_1078390	2928	10818	33	14	5	0	0.0	0
558	track_0033835	3404	10807	64	27	0	0	0.0	0
8	track_0002652	1836	10807	147	106	0	0	0.0	0
4285	track_0922939	2262	10805	34	18	0	0	6.0	1
2031	track_0238121	1265	10805	738	474	2	0	0.0	0
6728	track_1163893	4187	10796	26	9	3	0	0.0	0
4258	track_0913291	1448	10794	112	43	0	0	0.0	0
542	track_0033389	2131	10792	81	53	0	0	0.0	0
7674	track_1267346	3173	10790	41	22	1	0	0.0	0
4655	track_0994814	2299	10789	16	6	3	0	0.0	0
253	track_0016092	1963	10785	39	21	0	0	0.0	0
1402	track_0136805	1355	10756	75	41	0	0	0.0	0
8354	track_1325338	1516	10755	31	17	0	0	0.0	0
1324	track_0128857	4211	10754	143	73	1	1	6.0	1
