	track	rate_downloads_total	rate_listened_total	playlisted	favorited	likes	dislikes	avgnote	notes
2094	track_0244219	4287	20786	30	15	1	0	7.0	2
3260	track_0480423	1836	20776	67	38	0	0	0.0	0
8359	track_1324775	6569	20774	75	18	0	0	0.0	0
3101	track_0425762	1596	20770	188	102	5	0	9.0	2
6520	track_1153924	4423	20769	67	32	4	0	0.0	0
3333	track_0496353	2512	20766	61	37	0	0	0.0	0
1855	track_0208940	1362	20737	104	46	1	0	6.0	1
2515	track_0337826	1585	20733	73	41	1	0	0.0	0
9375	track_1389166	3633	20730	114	73	0	0	7.0	1
531	track_0035168	2740	20729	782	505	2	0	4.0	1
3272	track_0481862	2236	20719	326	146	3	0	8.0	2
25	track_0003445	4706	20685	1447	1273	0	0	0.0	0
1090	track_0103336	1004	20645	117	68	1	0	0.0	0
1032	track_0095585	4925	20631	91	53	0	0	6.0	1
287	track_0017174	2520	20616	248	148	2	0	6.0	1
8161	track_1302077	24089	20553	44	14	0	0	10.0	1
2791	track_0363327	2628	20541	124	67	4	0	6.0	1
152	track_0007254	2538	20487	610	502	0	0	8.0	1
5278	track_1063457	962	20447	11	5	0	0	7.0	2
3399	track_0510377	1283	20425	111	50	1	4	6.0	1
2383	track_0309882	2217	20423	68	37	1	0	6.0	1
3065	track_0426795	3728	20419	4	1	0	0	0.0	0
4868	track_1036438	3665	20412	96	50	2	0	8.0	2
227	track_0010564	7150	20389	1697	1524	0	0	0.0	0
8061	track_1294821	691	20380	12	1	0	0	6.0	1
3750	track_0715554	2625	20367	120	80	1	0	0.0	0
27	track_0000226	13635	20351	1233	1120	1	0	6.0	1
3279	track_0474534	857	20312	27	9	0	0	0.0	0
222	track_0010567	9847	20280	1711	1531	0	0	0.0	0
872	track_0066949	3039	20267	935	654	0	0	0.0	0
7749	track_1273900	5106	20263	5	3	0	0	0.0	0
5364	track_1073150	4093	20246	25	6	2	0	6.0	1
725	track_0042323	2216	20226	889	716	0	0	0.0	0
1817	track_0199242	2467	20224	61	25	0	0	6.0	1
2876	track_0375168	2328	20217	50	31	0	0	0.0	0
7695	track_1267293	3657	20205	102	49	1	0	0.0	0
2164	track_0250433	4085	20196	74	25	1	0	10.0	1
6738	track_1166106	5074	20192	76	45	2	0	8.0	2
1696	track_0181805	864	20126	464	296	0	0	8.0	2
2055	track_0236371	1514	20120	725	459	0	1	10.0	1
5972	track_1119411	2604	20108	50	25	0	0	8.0	2
2425	track_0314992	7745	20096	42	20	1	0	0.0	0
4337	track_0934046	2032	20067	27	10	0	0	8.0	2
3096	track_0425766	4953	20060	177	93	2	0	8.0	1
7072	track_1185651	3199	20056	57	35	4	0	0.0	0
2317	track_0304768	2246	20042	115	68	0	0	4.0	1
2266	track_0268681	2733	20039	42	15	2	1	0.0	0
2778	track_0362329	4973	20013	45	18	1	0	6.0	1
8743	track_1349532	3803	19913	109	38	0	0	8.0	2
6948	track_1177757	919	19899	19	7	1	0	8.0	2
1063	track_0103083	1725	19897	676	392	0	0	0.0	0
32	track_0003521	1339	19864	432	364	1	0	0.0	0
5221	track_1062831	4111	19854	32	18	3	0	0.0	0
915	track_0075310	2720	19840	444	242	2	0	0.0	0
3847	track_0752143	2773	19833	55	23	1	0	8.0	1
2820	track_0371244	3027	19783	592	389	0	0	0.0	0
2014	track_0229454	1951	19777	54	23	0	0	8.0	2
7968	track_1286217	8947	19770	38	23	1	0	3.3333	3
1189	track_0116246	5717	19731	31	9	1	0	0.0	0
9447	track_1395322	26291	19726	55	31	0	0	6.0	2
7518	track_1232635	6614	19709	92	50	2	0	0.0	0
2685	track_0348887	1006	19691	104	51	0	0	8.0	2
2637	track_0347256	2849	19669	95	57	0	0	0.0	0
610	track_0035348	6527	19662	60	22	0	0	0.0	0
4745	track_1023260	2121	19662	14	8	4	0	0.0	0
1094	track_0108650	2578	19642	190	110	2	0	6.0	1
3303	track_0464509	4091	19641	43	18	3	0	0.0	0
2056	track_0236415	3452	19632	715	456	1	0	4.0	1
5138	track_1058322	874	19630	12	8	1	0	0.0	0
3	track_0003447	2101	19607	1424	1265	0	0	0.0	0
112	track_0006727	3308	19602	838	570	1	0	6.0	1
1066	track_0103885	2308	19584	162	72	0	0	6.0	1
5837	track_1110672	1811	19540	33	15	1	0	0.0	0
690	track_0038772	2377	19516	348	197	1	0	4.0	1
9623	track_1403452	4682	19480	192	118	0	0	6.0	1
4177	track_0896527	4779	19473	65	26	2	0	0.0	0
1161	track_0118966	818	19462	130	70	1	1	8.0	2
1273	track_0127558	4174	19439	156	68	0	0	7.3333	3
706	track_0040620	5231	19436	111	68	3	1	0.0	0
2092	track_0244162	6792	19428	31	15	1	0	7.0	2
4060	track_0818623	1785	19417	132	48	0	0	0.0	0
2109	track_0243128	1074	19405	47	20	1	0	6.0	1
21	track_0003442	1712	19373	1411	1265	0	0	0.0	0
302	track_0020566	934	19357	118	82	0	0	0.0	0
14	track_0003452	2236	19348	1422	1264	0	0	0.0	0
1185	track_0113594	3704	19324	70	35	0	0	6.0	1
4019	track_0793922	1939	19321	118	45	2	0	0.0	0
4489	track_0957454	4355	19290	57	20	1	0	0.0	0
994	track_0091524	1090	19282	40	21	0	0	0.0	0
1084	track_0103089	1905	19252	677	387	0	0	0.0	0
1864	track_0206608	928	19245	93	50	0	0	8.0	2
2546	track_0337823	659	19242	68	37	0	0	0.0	0
1122	track_0110179	3653	19241	101	49	3	0	6.0	1
1613	track_0174390	2474	19159	123	60	3	0	6.0	1
117	track_0006499	2182	19067	1143	957	1	0	0.0	0
1549	track_0172410	1738	19066	519	323	0	0	0.0	0
336	track_0020565	7670	19063	131	84	0	0	0.0	0
1077	track_0103082	4502	19061	638	378	0	0	6.0	1
5169	track_1061438	2144	19020	38	13	1	0	8.0	2
16	track_0003518	1396	19013	436	363	0	0	0.0	0
2052	track_0236416	2292	18943	730	462	3	1	4.0	1
4236	track_0913318	2659	18938	96	36	0	0	0.0	0
1706	track_0188689	2089	18937	215	111	1	0	0.0	0
1065	track_0103086	1887	18919	672	385	0	0	0.0	0
333	track_0018499	1750	18904	509	412	0	0	3.0	1
5808	track_1108555	5035	18893	32	17	7	1	0.0	0
1676	track_0181607	893	18863	469	300	0	0	8.0	2
42	track_0000228	12619	18858	1247	1123	1	1	4.0	1
2	track_0000227	11052	18846	1267	1130	2	2	4.0	1
3039	track_0414943	2608	18843	192	101	2	0	0.0	0
4228	track_0913294	1307	18835	99	36	1	0	0.0	0
4450	track_0945201	7561	18817	96	61	0	0	7.3333	3
1074	track_0103335	1621	18809	124	75	0	0	0.0	0
2103	track_0245387	3930	18806	1098	732	1	0	0.0	0
8710	track_1348123	4128	18794	116	57	0	0	0.0	0
677	track_0039100	1185	18790	832	669	0	0	0.0	0
2823	track_0371243	1980	18772	571	384	0	0	0.0	0
8518	track_1336435	302	18722	6	2	0	0	7.0	2
9448	track_1397539	6714	18719	152	109	0	0	0.0	0
2767	track_0363946	6042	18709	95	60	0	0	0.0	0
1747	track_0190864	5867	18709	161	70	0	0	6.0	1
143	track_0006013	3903	18704	234	145	0	0	6.0	1
907	track_0073158	6202	18688	1069	749	0	0	0.0	0
8448	track_1336414	269	18668	5	0	0	0	7.0	2
5885	track_1116696	7744	18652	11	7	1	0	9.0	1
887	track_0072641	2532	18647	46	22	0	0	6.0	1
3640	track_0618547	2307	18616	66	23	7	0	0.0	0
29	track_0000225	15581	18584	1249	1124	1	1	4.0	1
3666	track_0654630	1741	18574	43	14	1	0	0.0	0
5786	track_1100334	3297	18561	41	18	5	2	0.0	0
4373	track_0941156	4377	18506	58	30	0	1	8.0	2
3256	track_0461543	1495	18505	209	121	0	0	0.0	0
2494	track_0324838	34658	18494	14	4	1	0	0.0	0
8340	track_1323028	3821	18436	105	49	0	0	6.0	1
2060	track_0238099	2399	18395	758	485	2	0	6.0	1
2165	track_0256860	38509	18377	42	22	1	0	0.0	0
2470	track_0330616	1694	18354	89	53	3	0	9.0	1
576	track_0035169	1825	18345	770	503	2	0	0.0	0
4211	track_0882466	5047	18338	161	70	1	0	0.0	0
3696	track_0668789	3836	18336	47	9	3	0	0.0	0
388	track_0022549	8139	18303	124	65	5	1	6.0	1
5144	track_1058327	1746	18261	8	5	1	0	0.0	0
674	track_0038771	2130	18258	336	200	2	0	6.0	2
3889	track_0769789	760	18228	34	14	2	0	0.0	0
1059	track_0103087	2236	18173	653	386	0	0	0.0	0
1806	track_0201769	4598	18164	126	70	0	0	0.0	0
7714	track_1269563	2330	18159	80	45	2	0	0.0	0
7682	track_1267290	4117	18153	96	41	3	0	0.0	0
2761	track_0363947	2583	18141	106	57	0	0	6.0	1
7	track_0002641	3744	18114	174	124	2	0	0.0	0
4267	track_0913299	1526	18109	95	36	1	0	0.0	0
1927	track_0217715	13949	18107	174	106	2	1	0.0	0
2600	track_0339427	3637	18079	149	76	1	0	8.0	1
3664	track_0654633	6869	18066	58	21	1	0	0.0	0
747	track_0042738	2178	18058	159	91	0	0	0.0	0
96	track_0005090	1557	18049	196	115	0	0	10.0	1
483	track_0031208	3674	18039	147	91	0	0	4.0	1
5	track_0003451	2930	18022	1422	1266	0	0	0.0	0
3123	track_0434276	3054	18020	42	8	0	0	6.5	2
5180	track_1061369	2529	18015	37	18	3	0	8.0	2
1692	track_0183444	2636	17999	111	44	1	0	6.0	1
968	track_0089808	2217	17997	18	4	0	0	8.0	2
7485	track_1233760	9877	17995	19	8	0	0	0.0	0
5273	track_1066202	2885	17951	48	19	6	0	7.0	6
2020	track_0236401	2195	17949	720	458	1	1	4.0	1
4	track_0000220	21269	17915	1239	1121	0	0	6.0	1
1291	track_0131569	2317	17885	246	105	1	0	6.0	1
3073	track_0425767	1445	17881	185	97	2	0	6.0	1
3805	track_0727908	2475	17870	162	62	2	0	0.0	0
173	track_0008455	544	17870	116	84	0	0	0.0	0
196	track_0009879	5040	17867	2010	1674	1	0	0.0	0
7851	track_1278736	47349	17851	2	1	0	0	0.0	0
7728	track_1269562	2707	17839	77	49	1	0	0.0	0
7264	track_1209451	92901	17822	92	53	3	0	0.0	0
1061	track_0103085	1427	17819	662	384	0	0	0.0	0
4062	track_0823836	7437	17809	17	6	2	0	0.0	0
3624	track_0635794	2591	17802	68	32	5	0	0.0	0
4826	track_1033252	2348	17772	38	21	6	1	6.0	1
2649	track_0347259	1900	17720	92	57	0	0	0.0	0
3152	track_0437796	3698	17685	129	67	1	0	0.0	0
8305	track_1321934	2277	17667	55	23	0	0	0.0	0
4855	track_1036443	1938	17632	85	43	1	0	8.0	2
1238	track_0123446	928	17621	134	74	3	0	8.0	2
4030	track_0799262	2559	17613	62	32	2	0	0.0	0
2718	track_0356423	2176	17582	98	56	0	0	0.0	0
5425	track_1076595	2457	17568	40	17	5	0	0.0	0
894	track_0073159	3618	17553	1069	746	0	0	4.0	1
7063	track_1188129	11924	17515	10	3	2	0	0.0	0
4454	track_0945202	3534	17515	69	48	0	0	8.0	2
547	track_0033388	1856	17514	87	57	2	0	0.0	0
831	track_0047555	429	17494	76	50	0	0	6.0	1
5162	track_1058323	636	17477	11	6	2	0	0.0	0
6858	track_1168599	46928	17471	13	5	2	0	0.0	0
1890	track_0217487	5917	17464	197	107	2	0	6.0	1
6853	track_1168602	9663	17458	9	3	1	0	0.0	0
272	track_0015160	3174	17419	440	289	1	0	6.0	1
501	track_0030858	4111	17415	93	56	2	0	0.0	0
7937	track_1281212	21465	17414	23	7	0	0	0.0	0
688	track_0038773	2422	17391	336	198	1	0	0.0	0
3649	track_0625038	1832	17375	103	45	3	0	0.0	0
1246	track_0127586	2776	17374	150	59	0	0	8.0	2
182	track_0007251	1431	17372	593	488	0	0	6.0	1
845	track_0047552	970	17353	94	51	0	0	0.0	0
8134	track_1304480	2018	17349	27	18	0	0	9.0	2
4736	track_1016917	3405	17345	102	49	8	0	8.0	1
7263	track_1210698	2114	17345	24	10	0	0	10.0	2
1013	track_0095415	6625	17340	332	196	0	0	8.0	1
8494	track_1337903	196	17333	3	0	0	0	5.0	2
819	track_0048719	1351	17314	209	115	1	0	6.0	1
6062	track_1126719	1389	17305	45	29	1	0	8.0	1
8073	track_1294440	3719	17282	65	56	1	0	2.0	3
259	track_0015159	2364	17281	409	281	2	0	0.0	0
858	track_0072637	5934	17270	46	21	0	0	6.0	1
8492	track_1337902	178	17269	4	0	0	0	5.0	2
1070	track_0103084	1650	17261	658	384	0	0	0.0	0
9580	track_1399581	322	17260	4	1	0	0	6.0	1
6965	track_1178795	3530	17259	10	6	0	0	0.0	0
48	track_0003454	1536	17258	1413	1262	0	0	0.0	0
7278	track_1210695	1876	17258	26	12	1	0	7.0	2
3789	track_0723354	2347	17214	68	30	0	0	0.0	0
4224	track_0913298	1993	17204	104	36	0	0	0.0	0
2740	track_0357337	5754	17198	92	48	1	1	0.0	0
198	track_0009887	3532	17190	2004	1673	1	0	0.0	0
7144	track_1199570	1205	17168	30	17	0	0	8.0	2
4389	track_0945198	3490	17150	88	56	1	0	8.0	2
4590	track_0973502	9028	17147	69	25	2	0	0.0	0
2694	track_0349064	581	17139	28	7	0	0	0.0	0
5816	track_1108478	5148	17138	6	3	1	0	0.0	0
1088	track_0103890	1084	17130	141	69	0	0	0.0	0
4135	track_0873805	3514	17124	126	76	2	0	0.0	0
4899	track_1038908	1672	17122	10	3	1	0	4.0	1
5120	track_1058328	623	17086	11	6	1	0	0.0	0
1866	track_0208938	1841	17086	98	52	2	0	8.0	1
503	track_0031213	5643	17079	130	86	1	0	6.0	1
1259	track_0124370	1758	17074	558	333	2	0	0.0	0
1130	track_0107863	1811	17066	120	56	0	0	0.0	0
482	track_0030857	5387	17064	92	54	0	0	0.0	0
3327	track_0496354	3702	17051	71	41	0	0	0.0	0
3680	track_0677108	4350	17047	35	10	0	0	0.0	0
1512	track_0160986	876	17038	111	56	0	0	5.0	2
77	track_0005086	1562	16979	175	108	0	0	0.0	0
2523	track_0331507	19739	16964	66	43	1	0	8.0	1
8186	track_1306909	2131	16964	21	13	1	0	0.0	0
9328	track_1388813	3027	16961	59	34	0	0	0.0	0
1008	track_0094734	1925	16944	910	581	0	0	0.0	0
2848	track_0366011	3665	16932	32	14	4	0	0.0	0
1178	track_0112991	3604	16916	228	92	2	0	6.0	1
1894	track_0217484	1055	16906	175	101	1	0	6.0	1
1666	track_0181806	3286	16886	433	270	2	0	2.0	1
9700	track_1409370	4558	16885	17	9	0	0	7.0	1
39	track_0003449	2583	16862	1421	1265	0	0	0.0	0
6509	track_1151427	4402	16856	96	33	5	0	0.0	0
8555	track_1342577	3065	16831	167	94	0	0	0.0	0
4160	track_0873809	5251	16822	143	87	3	0	0.0	0
676	track_0040630	7281	16797	117	71	3	0	0.0	0
2813	track_0372961	1457	16795	607	388	1	0	7.0	1
2210	track_0265714	3337	16791	91	43	1	0	7.5	2
1932	track_0219756	4394	16786	62	21	0	0	5.0	2
7389	track_1221996	3059	16769	44	21	2	0	0.0	0
3027	track_0409701	3539	16762	30	9	1	0	0.0	0
7706	track_1265931	9966	16756	17	7	0	0	8.0	2
20	track_0003519	1467	16748	437	362	0	0	0.0	0
4017	track_0798199	2998	16733	82	37	0	0	0.0	0
4161	track_0873823	2011	16684	115	73	0	0	0.0	0
5131	track_1058330	712	16662	15	9	1	0	0.0	0
1467	track_0146320	2212	16642	97	37	1	0	0.0	0
8316	track_1320577	1157	16641	18	5	0	0	7.6667	3
1209	track_0123332	2609	16621	75	41	0	0	0.0	0
8278	track_1316640	2055	16616	50	10	0	0	0.0	0
6623	track_1161063	14492	16601	16	6	0	0	0.0	0
746	track_0042326	1629	16599	890	708	0	0	0.0	0
3807	track_0727909	2557	16596	158	62	1	0	2.0	1
634	track_0038013	1980	16590	171	113	1	0	4.0	1
7577	track_1243198	20713	16589	23	12	2	0	0.0	0
1064	track_0101173	1233	16587	106	58	0	0	9.0	2
9467	track_1397143	3313	16576	55	27	0	0	0.0	0
1995	track_0225024	13101	16573	53	36	0	0	0.0	0
6581	track_1155156	6108	16572	72	34	2	0	10.0	1
2666	track_0347859	4089	16556	83	48	0	0	8.0	2
2825	track_0371239	829	16537	570	386	0	0	0.0	0
1501	track_0159393	1968	16512	134	70	0	0	6.0	1
3685	track_0669142	2027	16491	32	13	1	0	0.0	0
643	track_0038257	2826	16489	71	37	0	0	3.0	2
2399	track_0313064	5499	16463	60	37	0	0	0.0	0
1029	track_0095671	2535	16459	112	56	0	0	0.0	0
3308	track_0465960	2069	16447	44	18	1	0	6.0	1
5167	track_1058329	830	16446	12	7	1	0	0.0	0
2926	track_0386069	1966	16431	78	43	0	0	6.0	1
932	track_0077737	6132	16408	98	56	0	0	0.0	0
6615	track_1160827	1647	16378	1	1	0	0	2.6667	3
7689	track_1267287	1855	16372	66	43	2	0	0.0	0
2650	track_0347272	956	16361	58	29	1	0	8.0	1
1886	track_0217488	1956	16356	183	104	2	0	0.0	0
5801	track_1107329	4595	16349	91	44	4	0	10.0	1
5436	track_1075820	1727	16344	28	10	3	0	0.0	0
1082	track_0103091	2035	16343	631	381	0	0	0.0	0
1621	track_0176091	5444	16304	108	51	2	0	8.0	3
3194	track_0450322	1170	16299	351	223	2	0	0.0	0
1559	track_0172412	2097	16287	533	325	0	0	0.0	0
1210	track_0123436	3466	16266	69	37	0	0	6.0	1
2914	track_0378692	1285	16238	68	35	1	0	0.0	0
1476	track_0148243	2295	16229	25	14	1	0	0.0	0
1144	track_0118971	1477	16221	135	72	0	0	0.0	0
5166	track_1058324	550	16219	10	7	1	1	0.0	0
2415	track_0317905	2123	16215	86	44	2	0	0.0	0
2737	track_0354913	2206	16210	46	19	1	0	10.0	1
5153	track_1058326	348	16207	8	5	1	0	0.0	0
156	track_0008454	725	16193	122	85	0	0	0.0	0
4000	track_0799222	3198	16163	105	49	1	0	0.0	0
4480	track_0957456	2235	16111	52	27	2	0	0.0	0
2959	track_0395801	4099	16099	49	21	1	0	6.0	1
7187	track_1199571	5273	16093	16	6	0	0	8.0	2
2029	track_0236405	4947	16088	720	456	1	0	0.0	0
2346	track_0305168	3271	16086	118	70	1	0	0.0	0
8235	track_1312892	1639	16063	36	23	0	0	8.0	2
224	track_0010562	6535	16052	1693	1522	0	0	0.0	0
9572	track_1399593	2434	16025	6	0	0	0	6.0	1
6053	track_1123055	11995	16015	16	2	1	1	4.0	2
8880	track_1353564	6819	16000	82	53	0	0	3.0	1
2811	track_0371247	1087	15925	599	392	0	0	8.0	1
2374	track_0312687	6339	15898	122	71	1	0	0.0	0
3729	track_0680970	2976	15892	51	19	1	1	9.0	1
8269	track_1314923	3388	15869	74	36	0	0	0.0	0
6539	track_1151395	1705	15849	49	23	3	0	0.0	0
397	track_0024840	1502	15807	109	63	0	0	0.0	0
2660	track_0347288	1523	15786	67	36	0	0	6.0	1
4007	track_0793920	2315	15772	116	41	3	0	0.0	0
4786	track_1023485	2807	15742	43	13	1	0	0.0	0
1445	track_0146340	2236	15740	128	62	1	0	0.0	0
439	track_0024841	891	15709	98	63	0	0	8.0	1
4063	track_0818618	2081	15675	133	48	0	0	0.0	0
3804	track_0727912	4069	15673	166	59	0	0	2.0	1
2433	track_0313066	2313	15670	70	40	0	0	0.0	0
2042	track_0238109	2698	15667	752	481	1	0	6.0	1
5276	track_1066201	1892	15666	31	14	4	0	0.0	0
2295	track_0296239	2696	15653	409	230	3	0	6.0	1
1453	track_0148235	2554	15653	35	23	1	0	0.0	0
5381	track_1073290	6813	15645	19	6	3	0	0.0	0
2808	track_0371712	1377	15630	588	385	1	0	0.0	0
2821	track_0371715	1136	15625	587	385	0	0	0.0	0
4490	track_0957452	3867	15621	52	22	0	0	0.0	0
122	track_0006015	6375	15619	230	143	1	0	4.0	1
5805	track_1108662	3397	15612	1	0	1	0	0.0	0
210	track_0010566	3810	15608	1691	1525	1	0	0.0	0
3188	track_0450992	3094	15604	354	210	0	0	0.0	0
2370	track_0313060	4248	15587	70	38	0	0	0.0	0
97	track_0005139	1265	15560	354	307	1	0	0.0	0
9082	track_1367161	3022	15555	23	11	0	0	6.0	2
5295	track_1066199	2146	15553	51	15	6	0	7.0	4
6638	track_1162698	4085	15543	73	32	5	0	0.0	0
1823	track_0201765	3788	15532	110	61	0	0	0.0	0
199	track_0009517	2058	15523	887	764	0	0	4.0	1
3652	track_0634247	1580	15512	33	10	0	1	6.0	1
1566	track_0172411	1670	15509	525	321	0	0	0.0	0
2919	track_0378691	1643	15499	67	38	1	0	9.0	1
2804	track_0371713	1355	15495	601	391	1	0	0.0	0
3384	track_0508496	2327	15493	60	35	1	0	8.0	2
54	track_0004888	1186	15491	173	123	1	0	4.0	1
3606	track_0618542	3871	15456	89	38	5	0	0.0	0
2733	track_0356418	967	15453	101	60	0	0	0.0	0
1543	track_0162650	13123	15440	32	11	2	0	0.0	0
178	track_0009511	1578	15430	897	763	0	0	4.0	1
4934	track_1041139	4470	15423	18	11	5	1	0.0	0
3084	track_0415640	3211	15420	187	112	0	0	0.0	0
1101	track_0111372	1721	15413	172	79	1	0	6.0	1
8754	track_1348728	3648	15413	49	16	0	0	3.0	1
1554	track_0172416	1994	15402	529	322	0	0	0.0	0
37	track_0003520	1805	15402	444	366	0	0	0.0	0
374	track_0022548	3383	15338	120	68	3	0	6.0	1
8054	track_1294442	1985	15329	57	51	1	0	2.0	3
2155	track_0256858	1428	15311	30	15	2	0	0.0	0
7644	track_1263270	1270	15291	54	24	1	0	8.0	2
3795	track_0727906	3553	15287	160	59	0	0	0.0	0
5857	track_1113024	3605	15280	27	10	3	0	0.0	0
900	track_0075312	2700	15280	431	241	1	0	8.0	1
505	track_0030662	1295	15278	114	62	0	0	0.0	0
192	track_0007760	2767	15264	97	55	0	0	0.0	0
3790	track_0727910	2534	15245	145	57	1	0	8.0	1
1143	track_0107864	1249	15242	119	56	0	0	2.0	1
7639	track_1256657	2909	15224	27	6	0	0	0.0	0
3267	track_0470551	5062	15220	26	15	0	0	0.0	0
7339	track_1217986	3978	15205	15	4	0	0	0.0	0
3261	track_0465914	1486	15204	216	119	1	0	7.0	2
7539	track_1236365	3868	15187	23	9	0	0	0.0	0
3971	track_0786936	6110	15186	375	237	1	0	0.0	0
2025	track_0238119	3434	15185	756	483	2	0	0.0	0
4011	track_0810100	1681	15168	19	5	0	0	0.0	0
4720	track_1014957	5776	15164	75	41	1	0	0.0	0
4635	track_0980684	2828	15163	15	6	2	0	0.0	0
720	track_0042324	1291	15151	893	715	0	0	0.0	0
7944	track_1281209	36317	15148	31	17	0	0	0.0	0
2818	track_0371245	1143	15131	571	381	0	0	0.0	0
3890	track_0769790	409	15127	28	12	0	0	0.0	0
979	track_0087893	2517	15121	37	18	0	0	0.0	0
1662	track_0185290	1017	15119	274	153	1	0	0.0	0
4473	track_0957453	2130	15112	46	18	0	0	0.0	0
7466	track_1231364	40240	15106	14	6	2	0	0.0	0
4664	track_0993605	1926	15106	18	1	0	0	0.0	0
9528	track_1398422	6968	15101	17	6	0	0	0.0	0
2437	track_0321034	7034	15081	35	11	2	0	0.0	0
991	track_0088187	13403	15081	34	19	0	0	4.0	1
1033	track_0095723	2035	15073	116	70	1	0	0.0	0
9019	track_1358416	2834	15058	71	41	0	0	0.0	0
721	track_0042736	2015	15057	151	90	2	0	0.0	0
2261	track_0268443	3745	15055	55	23	0	0	0.0	0
4052	track_0818619	1894	15054	138	49	0	0	0.0	0
9273	track_1386750	2793	15025	61	37	0	0	0.0	0
6239	track_1135709	3199	14979	62	23	1	0	8.0	2
423	track_0024318	2151	14973	57	20	1	0	8.0	1
4127	track_0876536	4503	14963	25	5	0	0	0.0	0
4699	track_1023263	1677	14937	31	15	4	0	6.0	1
607	track_0036979	3123	14933	40	17	0	0	0.0	0
4055	track_0819060	2085	14921	27	10	1	0	6.0	1
1578	track_0172543	4410	14916	68	34	0	0	8.0	2
2382	track_0312990	2214	14914	45	21	0	0	4.0	2
2476	track_0322109	793	14893	33	14	0	0	8.0	2
244	track_0010571	4734	14884	1696	1525	1	0	0.0	0
3810	track_0727911	3610	14868	146	59	0	0	0.0	0
4077	track_0818621	1805	14855	132	47	1	0	0.0	0
1055	track_0101466	1351	14836	64	30	0	0	9.0	2
2485	track_0330208	2518	14833	82	45	0	0	4.0	1
2852	track_0378308	1443	14819	118	58	1	0	0.0	0
229	track_0010563	7860	14814	1677	1521	0	0	6.0	1
13	track_0002635	1414	14813	163	113	0	0	6.0	1
9571	track_1399588	685	14788	6	1	0	0	6.0	1
2389	track_0313059	3150	14764	61	36	1	0	0.0	0
9568	track_1399589	1498	14744	9	3	0	0	5.0	1
2444	track_0313067	2634	14741	70	42	1	0	0.0	0
1237	track_0123448	1400	14740	125	74	0	0	8.0	2
2135	track_0246913	1265	14722	13	6	0	0	0.0	0
5755	track_1100002	1180	14708	12	5	0	0	8.0	2
7009	track_1182881	9234	14706	2	1	1	0	0.0	0
3962	track_0786777	2813	14690	115	77	3	0	0.0	0
3848	track_0752142	2579	14687	49	20	1	0	9.0	1
4783	track_1023486	2939	14676	36	15	3	0	6.0	1
4706	track_1023322	2331	14672	45	19	3	0	0.0	0
8202	track_1307835	1941	14669	53	22	0	0	9.0	2
9584	track_1399592	1165	14648	4	0	0	0	6.0	1
392	track_0022550	7689	14646	111	59	0	0	6.0	1
909	track_0075313	2848	14637	425	236	0	0	0.0	0
2125	track_0255557	1995	14627	42	19	3	0	0.0	0
1489	track_0159185	1992	14621	111	65	2	0	10.0	1
6941	track_1176229	470	14613	4	1	0	0	4.6667	3
1251	track_0127610	1631	14602	133	61	0	0	4.0	1
345	track_0024026	11461	14595	110	70	0	0	6.0	1
4209	track_0896530	4419	14587	58	23	1	0	0.0	0
4936	track_1041141	2327	14569	13	9	3	0	0.0	0
9182	track_1372874	8153	14560	10	4	0	0	0.0	0
270	track_0013398	2048	14558	52	30	0	0	4.0	1
9108	track_1367865	12151	14551	1	1	0	0	0.0	0
945	track_0077762	1577	14533	48	18	0	1	0.0	0
7056	track_1190841	516	14520	8	4	0	0	8.0	1
4842	track_1037025	5125	14505	5	0	0	0	6.0	1
4470	track_0957455	1789	14498	44	19	1	0	0.0	0
1057	track_0103088	1205	14492	646	378	0	0	0.0	0
2099	track_0243533	1789	14485	43	21	0	0	0.0	0
5257	track_1063865	2647	14480	20	6	0	0	6.0	1
461	track_0025568	1810	14479	712	579	0	0	4.0	1
3471	track_0537117	5302	14476	345	195	0	0	9.0	2
998	track_0094753	1759	14476	912	579	2	0	6.0	1
348	track_0020742	637	14460	45	28	0	0	4.0	1
3670	track_0655496	2001	14455	30	11	0	0	0.0	0
4273	track_0916195	2836	14452	96	46	8	0	9.0	1
2826	track_0365572	21505	14439	3	0	0	0	0.0	0
1040	track_0094750	1866	14424	907	577	0	0	0.0	0
2836	track_0372948	1715	14420	586	383	0	0	0.0	0
5072	track_1051379	7250	14386	20	9	4	2	0.0	0
9119	track_1367163	1267	14377	26	13	0	0	6.0	2
6491	track_1151393	2243	14362	50	20	1	0	0.0	0
92	track_0004882	928	14350	170	121	0	1	4.0	1
2124	track_0250438	878	14350	51	19	0	0	0.0	0
3584	track_0599224	1802	14348	77	40	3	0	0.0	0
5075	track_1054346	2741	14322	49	22	1	0	9.0	1
5932	track_1116721	10026	14315	13	6	2	0	10.0	1
4186	track_0884527	7296	14313	59	23	1	0	0.0	0
5287	track_1063515	16787	14306	9	3	0	0	0.0	0
6730	track_1163808	1966	14292	12	4	2	0	0.0	0
106	track_0006008	1297	14282	237	147	0	0	0.0	0
3849	track_0741322	1946	14281	195	91	1	0	6.0	1
4164	track_0873810	1585	14277	126	73	0	0	0.0	0
9778	track_1415997	11151	14274	2	0	0	0	0.0	0
1451	track_0148356	1052	14262	39	23	0	0	8.0	2
3898	track_0773628	1152	14257	16	3	0	0	6.0	1
771	track_0043991	1479	14247	121	68	0	0	0.0	0
